nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,g_tname,dpl_tname,opus_tname,translation_flag,type_error,Notes,Niche/uncommon name/spelling error/abbreviation
be2,1.0,Hoofdgebouwen,Main buildings.,3390000000,not_known_and_other,Main buildings,Main buildings,Main buildings,1,,,
be2,10.0,Bomenrijen,Rows of trees,3360000000,tree_wood_forest,Rows of trees,Rows of trees,Trees,1,,,
be2,100.0,Niet ingezaaid akkerland,Unplanted arable land,3319900000,other_arable_land_crops,Unsown arable land,Unseeded farmland,Farmland not sown,1,,,
be2,10001.0,Unknown,unknown,3390000000,not_known_and_other,Unknown,Unknown,Unknown,1,,,
be2,11.0,Stal,stable,3390000000,not_known_and_other,Stable,Stal,Stolen,0,1,,
be2,12.0,"Loods (bv. voor machines, opslag,…)","Shed (e.g. for machines, storage,...)",3390000000,not_known_and_other,"Shed (e.g. for machines, storage,…)","Shed (e.g., for machinery, storage, etc.)","Pilot (e.g. for machines, storage,...",0,1,,
be2,13.0,Niet nader omschreven gebouw,Building not specified,3390000000,not_known_and_other,Unspecified building,Building not specified,Undefined building,1,,,
be2,14.0,Woonhuis,Residential building,3390000000,not_known_and_other,Residential house,Residential house,Home,1,,,
be2,15.0,Gebouw i.k.v. verbreding,Building i.c.v. widening,3390000000,not_known_and_other,Building i.c.v. widening,Building as part of expansion,Building i.k.v. broadening,1,,,
be2,16.0,Ander gebouw,Other building,3390000000,not_known_and_other,Different building,Other building,Other building,1,,,
be2,17.0,Biologische niet-landbouwgrond,Organic non-agricultural land,3390000000,not_known_and_other,Organic non-agricultural land,Organic non-agricultural land,Organic non-agricultural land,1,,,
be2,2.0,Andere gebouwen,Other buildings,3390000000,not_known_and_other,Other buildings,Other buildings,Other buildings,1,,,
be2,201.0,Silomaïs,SILO CORN,3310106000,maize_corn_popcorn,Siloma corn,Silomaïs,Silo maize,1,,,
be2,202.0,Korrelmaïs,grain corn,3310106000,maize_corn_popcorn,Grain corn,Grain corn,Grain maize,1,,,
be2,3.0,"Poelen <= 0,1 ha",Pools <= 0.1 ha,3390000000,not_known_and_other,Pools <= 0.1 ha,Pools <= 0.1 ha,"Pools > 0,1 ha",1,,,
be2,311.0,Wintertarwe,winter wheat,3310101001,winter_common_soft_wheat,Winter wheat,Winter wheat,Winter wheat,1,,,
be2,312.0,Zomertarwe,summer wheat,3310101002,spring_common_soft_wheat,Spring wheat,Summer wheat,Summer wheat,1,,,
be2,321.0,Wintergerst,winter barley,3310104001,winter_barley,Winter barley,winter barley,Winter barley,1,,,
be2,322.0,Zomergerst,summer barley,3310104002,spring_barley,Summer barley,Summer barley,Summer barley,1,,,
be2,323.0,Brouwgerst,brewing barley,3310104000,barley,Malting barley,Malting barley,Brewing barley,1,,,
be2,331.0,Winterrogge,winter rye,3310103001,winter_rye,Winter rye,Winter rye,Winter skate,0,1,,
be2,332.0,Zomerrogge,summer rye,3310103002,spring_rye,Summer rye,Summer rye,Summer rays,0,1,,
be2,34.0,Japanse haver,Japanese oats,3310105000,oats,Japanese oats,Japanese oats,Japanese oats,1,,,
be2,341.0,Winterhaver,winter oats,3310105001,winter_oats,Winter oats,Winter oats,Winter oatmeal,1,,,
be2,342.0,Zomerhaver,summer oats,3310105002,spring_oats,Summer oats,Summer oats,Summer lawn,0,1,,
be2,35.0,Triticale,Triticale,3310108000,triticale,Triticale,Triticale,Triticale,1,,,
be2,36.0,Spelt,Spelt,3310110001,winter_spelt,Spells,Spelt,Spelt,1,,,
be2,37.0,Boekweit,Buckwheat,3310703020,buckwheat,Buckwheat,Buckwheat,Buckwheat,1,,,
be2,38.0,"Gierst, sorghum, kanariezaad of harde tarwe","Millet, sorghum, canary seed or durum wheat",3310100000,cereal,"Millet, sorghum, canary seed or durum wheat","Millet, sorghum, canary seed, or durum wheat","Millet, sorghum, canary seed or durum wheat",1,,,
be2,381.0,Sorghum,Sorghum,3310116000,sorghum,Sorghum,Sorghum,Sorghum,1,,,
be2,382.0,Quinoa,Quinoa,3310703030,quinoa,Quinoa,Quinoa,Quinoa,1,,,
be2,383.0,Gierst,Millet,3310109000,millet,Millet,Millet,Millet,1,,,
be2,39.0,Andere granen (bv. Mengkoren),Other grains (e.g. mixed wheat),3310100000,cereal,Other grains (e.g. meslin),"Other grains (e.g., mixed grains)",Other cereals (e.g. Mixing grain),1,,,
be2,391.0,Mengteelt andere wintergranen en winterteelt vlinderbloemige,Polyculture of other winter cereals and winter legumes,3310198001,winter_unspecified_cereals,Mixed cultivation of other winter grains and winter cultivation of legumes,Mixed cultivation of other winter cereals and winter cultivation of legumes,Mixing of other winter cereals and winter growing of butterflyflowers,0,1,,
be2,392.0,Mengteelt zomergranen en zomerteelt vlinderbloemige,Polyculture of spring cereals and summer legumes,3310198002,spring_unspecified_cereals,Mixed cultivation of summer grains and summer cultivation of legumes,Mixed cultivation of summer cereals and summer cultivation of legumes,Mixing of summer cereals and summer growing of butterflyflowers,0,1,,
be2,395.0,Mengteelt wintertarwe of triticale en winterteelt vlinderbloemig,Polyculture of winter wheat or triticale and winter legume crop,3310101001,winter_common_soft_wheat,Mixed cultivation of winter wheat or triticale and winter cultivation of leguminous,Intercropping winter wheat or triticale and winter legumes,Mixing winter wheat or triticale and winter growing butterfly,0,1,,
be2,396.0,Mengteelt maïs en vlinderbloemige teelt,Polyculture of corn and legume,3310106000,maize_corn_popcorn,Mixed cultivation of maize and legume cultivation,Intercropping corn and legumes,Mixed maize and flowering plants,0,1,,
be2,4.0,Houtkanten en houtwallen <= 10 m breed,Wooded edges and wooded banks <= 10 m wide,3360000000,tree_wood_forest,Wooded edges and hedgerows <= 10 m wide,Wooded edges and hedgerows <= 10 m wide,"Articles of apparel and clothing accessories, n.e.s.",0,1,,
be2,4111.0,Winterkoolzaad,winter rapeseed,3310604011,winter_rapeseed_rape,Winter rapeseed,Winter rapeseed,Winter cabbages,0,1,,
be2,4112.0,Winterraapzaad,Winter rape seed,3310604011,winter_rapeseed_rape,Winter rapeseed,Winter turnip seed,Winter rape seed,0,1,,
be2,4121.0,Zomerkoolzaad,summer rapeseed,3310604012,spring_rapeseed_rape,Summer rapeseed,Summer rapeseed,Summer rape,1,,,
